date,region,total_consumption_kwh,avg_consumption_kwh,peak_meter_consumption_kwh,total_solar_kwh,total_ev_kwh,avg_temperature_c
2025-05-26,Berlin,931.39,0.9722,2.3969,181.65,109.34,14.8
2025-05-26,Cologne,891.38,0.9314,2.2387,219.99,157.67,15.01
2025-05-26,Hamburg,919.15,0.9604,2.2092,168.57,92.24,15.42
2025-05-26,Leipzig,788.69,0.8233,2.0794,206.87,116.5,14.32
2025-05-26,Munich,699.34,0.7308,1.7148,208.42,204.71,14.23
2025-05-27,Berlin,926.36,0.968,2.3308,181.93,130.35,14.75
2025-05-27,Cologne,888.76,0.9268,2.2086,222.3,150.66,14.98
2025-05-27,Hamburg,919.15,0.9625,2.2187,168.74,88.51,14.71
2025-05-27,Leipzig,787.51,0.822,1.8485,209.38,105.6,14.44
2025-05-27,Munich,699.35,0.7323,1.7958,208.89,148.1,13.95
2025-05-28,Berlin,931.01,0.9718,2.2945,183.32,130.94,14.6
2025-05-28,Cologne,891.96,0.932,2.1489,221.83,157.25,14.51
2025-05-28,Hamburg,918.0,0.9572,2.1851,170.47,64.61,14.49
2025-05-28,Leipzig,791.15,0.8258,1.9196,209.03,132.51,14.19
2025-05-28,Munich,703.56,0.7344,1.8628,207.57,150.8,14.5
2025-05-29,Berlin,930.12,0.9699,2.3255,184.48,120.85,14.78
2025-05-29,Cologne,892.65,0.9328,2.1889,223.08,209.51,14.32
2025-05-29,Hamburg,919.32,0.9616,2.1922,170.88,86.35,15.09
2025-05-29,Leipzig,791.22,0.8259,1.8796,207.51,128.51,14.7
2025-05-29,Munich,699.65,0.7296,1.7653,209.48,177.04,15.26
2025-05-30,Berlin,929.91,0.9707,2.3929,183.57,107.41,15.03
2025-05-30,Cologne,888.76,0.9297,2.2324,221.57,160.4,14.96
2025-05-30,Hamburg,920.82,0.9632,2.1575,171.62,33.75,14.65
2025-05-30,Leipzig,794.5,0.8302,2.0298,210.47,138.77,15.07
2025-05-30,Munich,695.02,0.7263,1.771,211.53,128.53,15.16
2025-05-31,Berlin,789.27,0.8265,2.0323,184.87,117.87,14.95
2025-05-31,Cologne,756.06,0.7884,1.8946,223.95,203.94,14.97
2025-05-31,Hamburg,784.32,0.817,1.9027,172.49,81.6,14.93
2025-05-31,Leipzig,669.2,0.6985,1.7046,211.44,88.66,14.57
2025-05-31,Munich,591.45,0.6174,1.5539,211.59,177.1,14.97
2025-06-01,Berlin,796.14,0.8293,1.9296,185.41,94.23,15.34
2025-06-01,Cologne,758.42,0.7933,1.8777,224.95,146.51,15.37
2025-06-01,Hamburg,783.65,0.8189,1.9106,171.43,93.76,15.47
2025-06-01,Leipzig,666.77,0.696,1.6875,211.62,97.74,15.34
2025-06-01,Munich,592.67,0.6186,1.4953,212.49,140.39,15.2
2025-06-02,Berlin,932.52,0.9754,2.3468,186.34,131.91,15.06
2025-06-02,Cologne,886.61,0.9264,2.1914,223.24,187.17,14.9
2025-06-02,Hamburg,922.13,0.9636,2.1643,173.47,89.97,15.79
2025-06-02,Leipzig,790.82,0.8238,1.868,212.77,129.52,15.17
2025-06-02,Munich,700.36,0.7326,1.8543,212.16,146.46,15.6
2025-06-03,Berlin,930.84,0.9716,2.3256,186.49,112.98,15.27
2025-06-03,Cologne,889.82,0.9308,2.2299,226.48,167.64,15.28
2025-06-03,Hamburg,920.89,0.9633,2.2776,173.14,68.65,15.68
2025-06-03,Leipzig,792.99,0.8286,1.9628,214.32,116.34,15.35
2025-06-03,Munich,694.82,0.726,1.8282,215.76,149.66,15.54
2025-06-04,Berlin,932.81,0.9747,2.3872,185.07,125.86,15.09
2025-06-04,Cologne,887.38,0.9282,2.2767,226.76,164.81,15.86
2025-06-04,Hamburg,922.01,0.9634,2.2111,173.88,56.0,15.74
2025-06-04,Leipzig,794.11,0.8298,1.9713,212.59,106.39,16.02
2025-06-04,Munich,698.21,0.7281,1.7584,213.52,159.74,15.99
2025-06-05,Berlin,931.7,0.9715,2.3446,188.22,150.25,15.23
2025-06-05,Cologne,889.92,0.9289,2.1501,228.15,198.2,15.41
2025-06-05,Hamburg,914.41,0.9575,2.2335,174.88,63.51,15.65
2025-06-05,Leipzig,794.84,0.8297,1.859,213.11,126.34,15.74
2025-06-05,Munich,697.01,0.7283,1.7765,213.8,143.87,15.83
2025-06-06,Berlin,924.45,0.969,2.4444,186.77,66.77,15.62
2025-06-06,Cologne,889.34,0.9293,2.195,229.17,175.22,16.08
2025-06-06,Hamburg,922.22,0.9617,2.2233,175.18,52.19,16.37
2025-06-06,Leipzig,791.13,0.8258,1.9565,215.8,103.72,15.99
2025-06-06,Munich,694.42,0.7249,1.7972,216.34,170.46,15.8
2025-06-07,Berlin,788.93,0.8235,2.0313,188.75,78.06,16.12
2025-06-07,Cologne,755.25,0.7892,1.9706,228.91,187.08,15.63
2025-06-07,Hamburg,782.03,0.8172,1.8104,174.8,79.48,16.24
2025-06-07,Leipzig,678.19,0.7087,1.7055,214.63,126.53,15.38
2025-06-07,Munich,590.36,0.6188,1.4943,212.44,110.17,15.59
2025-06-08,Berlin,792.22,0.8278,2.0451,189.55,87.58,15.55
2025-06-08,Cologne,750.81,0.7845,1.8573,228.34,198.75,16.13
2025-06-08,Hamburg,783.56,0.8188,1.8684,176.02,53.45,16.39
2025-06-08,Leipzig,672.94,0.7039,1.7194,215.39,128.07,15.92
2025-06-08,Munich,594.33,0.6217,1.6359,216.4,172.74,15.74
2025-06-09,Berlin,935.01,0.976,2.3773,189.5,122.1,15.92
2025-06-09,Cologne,888.28,0.9272,2.2118,227.47,181.07,16.34
2025-06-09,Hamburg,923.25,0.9627,2.2777,175.95,62.87,15.98
2025-06-09,Leipzig,791.41,0.8261,1.9206,217.89,102.14,15.96
2025-06-09,Munich,698.11,0.7287,1.8099,213.96,167.04,16.62
2025-06-10,Berlin,929.37,0.9711,2.3788,189.83,94.86,16.58
2025-06-10,Cologne,886.31,0.9252,2.1739,230.16,203.96,16.43
2025-06-10,Hamburg,918.62,0.9589,2.1742,177.15,77.92,16.16
2025-06-10,Leipzig,788.13,0.8235,1.9429,217.44,105.03,16.0
2025-06-10,Munich,698.19,0.7311,1.7775,215.49,182.71,16.5
2025-06-11,Berlin,934.4,0.9743,2.3758,188.51,103.6,15.94
2025-06-11,Cologne,891.03,0.932,2.1711,229.64,167.31,16.04
2025-06-11,Hamburg,917.44,0.9607,2.1965,173.31,46.79,16.44
2025-06-11,Leipzig,791.43,0.8287,1.9004,215.15,92.88,16.25
2025-06-11,Munich,694.15,0.7276,1.736,218.25,148.34,16.05
2025-06-12,Berlin,932.93,0.9728,2.3452,189.94,106.47,16.62
2025-06-12,Cologne,894.49,0.9327,2.2199,232.62,170.51,16.28
2025-06-12,Hamburg,921.24,0.9646,2.2585,175.61,71.16,15.95
2025-06-12,Leipzig,790.89,0.8273,1.8807,217.14,106.47,16.07
2025-06-12,Munich,699.55,0.7295,1.904,218.32,130.42,16.57
2025-06-13,Berlin,930.77,0.9736,2.3579,190.93,137.88,15.82
2025-06-13,Cologne,886.02,0.9258,2.2984,230.89,165.39,16.39
2025-06-13,Hamburg,922.93,0.9674,2.1851,177.86,51.61,16.47
2025-06-13,Leipzig,787.91,0.8242,2.0589,217.17,99.55,16.69
2025-06-13,Munich,696.17,0.7282,1.7912,214.42,143.11,16.06
2025-06-14,Berlin,793.61,0.8275,2.14,189.83,128.04,16.53
2025-06-14,Cologne,754.65,0.7886,1.8375,230.57,243.26,16.45
2025-06-14,Hamburg,779.01,0.8132,1.9381,176.68,56.54,16.46
2025-06-14,Leipzig,666.68,0.6974,1.5951,218.21,126.23,16.77
2025-06-14,Munich,594.57,0.6213,1.4825,218.85,152.85,16.63
2025-06-15,Berlin,789.34,0.8248,1.9905,190.79,119.96,17.1
2025-06-15,Cologne,758.72,0.7912,1.8153,231.14,212.52,17.1
2025-06-15,Hamburg,782.66,0.8178,1.9632,177.7,71.05,16.94
2025-06-15,Leipzig,672.04,0.7044,1.6401,218.81,112.03,16.37
2025-06-15,Munich,592.74,0.6207,1.538,216.31,193.86,16.5
2025-06-16,Berlin,929.92,0.9748,2.4012,191.18,109.4,17.16
2025-06-16,Cologne,889.78,0.9298,2.1832,232.01,197.79,16.33
2025-06-16,Hamburg,914.45,0.9545,2.2534,177.58,60.79,16.35
2025-06-16,Leipzig,792.67,0.8292,1.9644,218.66,88.88,17.06
2025-06-16,Munich,702.45,0.7332,1.8402,219.24,148.15,16.69
2025-06-17,Berlin,925.61,0.9682,2.3286,192.4,144.02,16.65
2025-06-17,Cologne,893.53,0.9327,2.1855,232.84,187.05,17.18
2025-06-17,Hamburg,920.46,0.9608,2.1725,177.11,67.56,17.09
2025-06-17,Leipzig,793.66,0.8285,2.0039,219.4,112.37,16.66
2025-06-17,Munich,699.55,0.731,1.8985,219.58,158.61,16.98
2025-06-18,Berlin,925.35,0.9679,2.3709,189.56,87.94,17.17
2025-06-18,Cologne,891.14,0.9283,2.1596,231.46,211.91,16.88
2025-06-18,Hamburg,925.26,0.9648,2.2403,176.25,100.54,16.22
2025-06-18,Leipzig,792.56,0.8282,2.0209,219.15,140.9,16.6
2025-06-18,Munich,695.57,0.7261,1.8003,220.21,146.93,16.43
2025-06-19,Berlin,932.69,0.9736,2.3808,190.74,116.45,16.77
2025-06-19,Cologne,888.61,0.9266,2.1523,232.78,184.25,17.06
2025-06-19,Hamburg,918.3,0.9596,2.2503,175.83,48.14,16.56
2025-06-19,Leipzig,793.72,0.8268,1.9039,220.15,121.59,17.42
2025-06-19,Munich,697.89,0.7285,1.7577,220.13,171.53,16.74
2025-06-20,Berlin,931.41,0.9743,2.4031,192.36,142.99,16.96
2025-06-20,Cologne,891.64,0.9298,2.0868,231.41,159.71,17.08
2025-06-20,Hamburg,920.68,0.9631,2.205,177.89,60.78,17.28
2025-06-20,Leipzig,787.2,0.826,1.9201,217.52,104.17,17.11
2025-06-20,Munich,693.72,0.7279,1.7836,218.68,141.58,16.84
2025-06-21,Berlin,784.08,0.8219,2.0594,187.14,125.76,17.05
2025-06-21,Cologne,755.89,0.7882,1.8188,231.9,208.45,16.81
2025-06-21,Hamburg,780.57,0.8173,2.0034,178.26,68.5,17.72
2025-06-21,Leipzig,677.43,0.7079,1.7009,220.9,86.89,17.19
2025-06-21,Munich,594.77,0.6215,1.5766,218.91,164.63,17.28
2025-06-22,Berlin,790.37,0.8259,2.0163,189.97,125.26,17.39
2025-06-22,Cologne,753.85,0.7902,1.8644,231.93,180.63,17.08
2025-06-22,Hamburg,785.38,0.8215,1.8714,177.8,59.15,16.95
2025-06-22,Leipzig,673.69,0.704,1.6157,216.26,131.16,16.87
2025-06-22,Munich,592.48,0.621,1.5253,218.27,142.58,17.15
2025-06-23,Berlin,928.59,0.9703,2.3999,191.85,104.64,17.49
2025-06-23,Cologne,886.7,0.9275,2.1121,232.62,205.55,17.15
2025-06-23,Hamburg,918.5,0.9598,2.1351,177.51,85.56,17.06
2025-06-23,Leipzig,792.61,0.8282,1.9023,218.33,110.64,17.02
2025-06-23,Munich,695.59,0.7276,1.8068,220.22,152.19,17.3
2025-06-24,Berlin,931.93,0.9728,2.3798,188.67,117.76,17.62
2025-06-24,Cologne,887.96,0.9279,2.1752,233.16,161.81,17.7
2025-06-24,Hamburg,920.35,0.9597,2.223,177.43,64.8,17.56
2025-06-24,Leipzig,790.42,0.8259,1.9458,219.19,109.29,17.49
2025-06-24,Munich,695.23,0.725,1.8721,218.9,162.2,17.32
2025-06-25,Berlin,934.32,0.9773,2.3065,189.77,115.45,17.01
2025-06-25,Cologne,886.43,0.9253,2.1568,233.42,205.9,17.1
2025-06-25,Hamburg,920.54,0.9589,2.2348,177.91,85.65,17.52
2025-06-25,Leipzig,790.27,0.8284,1.9372,219.72,130.37,17.0
2025-06-25,Munich,692.95,0.7248,1.7013,221.22,127.96,17.42
2025-06-26,Berlin,920.72,0.9651,2.3596,191.6,127.3,17.28
2025-06-26,Cologne,889.67,0.9277,2.1834,232.18,200.47,17.02
2025-06-26,Hamburg,920.96,0.9633,2.2686,179.39,108.46,18.09
2025-06-26,Leipzig,792.09,0.826,1.909,218.54,92.45,16.79
2025-06-26,Munich,700.31,0.7302,1.7931,220.35,125.09,17.51
2025-06-27,Berlin,931.87,0.9727,2.3403,191.66,142.97,17.54
2025-06-27,Cologne,886.93,0.9268,2.1898,230.57,130.47,17.51
2025-06-27,Hamburg,921.74,0.9642,2.2719,174.14,66.97,17.52
2025-06-27,Leipzig,791.36,0.8261,1.9086,217.47,112.29,17.25
2025-06-27,Munich,697.19,0.7262,1.7577,219.49,156.38,17.45
2025-06-28,Berlin,794.33,0.8292,2.0091,191.56,98.25,18.14
2025-06-28,Cologne,754.08,0.7888,1.8198,231.7,188.63,17.84
2025-06-28,Hamburg,782.81,0.8171,1.9167,178.16,78.08,17.01
2025-06-28,Leipzig,668.73,0.7017,1.6992,212.84,120.11,17.17
2025-06-28,Munich,589.73,0.6156,1.503,218.72,171.65,17.52
2025-06-29,Berlin,789.06,0.8228,2.0492,189.37,133.87,17.71
2025-06-29,Cologne,752.88,0.7892,1.768,232.86,187.13,17.41
2025-06-29,Hamburg,785.31,0.8197,1.9153,177.73,67.87,17.17
2025-06-29,Leipzig,677.7,0.7074,1.6971,219.45,100.02,17.4
2025-06-29,Munich,589.17,0.6163,1.634,218.51,180.11,17.73
2025-06-30,Berlin,929.85,0.9696,2.3538,189.25,91.9,17.82
2025-06-30,Cologne,889.64,0.9277,2.2049,231.33,174.8,18.19
2025-06-30,Hamburg,916.53,0.9577,2.1852,176.53,70.71,18.04
2025-06-30,Leipzig,790.15,0.8239,1.9186,217.15,159.63,17.87
2025-06-30,Munich,696.28,0.7276,1.8095,217.13,156.87,16.93
2025-07-01,Berlin,929.75,0.9705,2.5136,190.58,113.3,17.89
2025-07-01,Cologne,889.14,0.9271,2.2995,231.05,189.11,17.53
2025-07-01,Hamburg,915.96,0.9591,2.2299,176.48,59.42,17.58
2025-07-01,Leipzig,783.67,0.8215,1.873,215.71,106.8,17.69
2025-07-01,Munich,695.8,0.7294,1.753,216.1,185.39,17.38
2025-07-02,Berlin,929.18,0.9709,2.4494,189.52,118.25,17.87
2025-07-02,Cologne,886.34,0.9242,2.1632,232.33,155.87,17.76
2025-07-02,Hamburg,918.17,0.9584,2.195,177.89,65.98,17.96
2025-07-02,Leipzig,792.21,0.8295,2.0709,217.88,147.46,17.69
2025-07-02,Munich,695.86,0.7279,1.8137,217.94,164.17,17.36
2025-07-03,Berlin,927.38,0.9701,2.3851,188.51,141.85,17.39
2025-07-03,Cologne,882.65,0.9281,2.1196,228.35,139.49,17.77
2025-07-03,Hamburg,916.97,0.9582,2.2674,176.25,62.46,17.37
2025-07-03,Leipzig,792.24,0.8304,1.8809,213.91,96.98,17.81
2025-07-03,Munich,692.96,0.7226,1.8241,217.09,206.8,17.38
2025-07-04,Berlin,927.43,0.9721,2.4003,187.92,112.4,17.34
2025-07-04,Cologne,886.32,0.9271,2.2193,228.35,189.79,18.0
2025-07-04,Hamburg,917.22,0.9584,2.2099,176.43,94.86,18.07
2025-07-04,Leipzig,788.96,0.827,1.9097,215.27,127.07,17.96
2025-07-04,Munich,698.76,0.7302,1.822,215.45,175.06,18.02
2025-07-05,Berlin,790.44,0.8277,2.1008,188.32,121.77,17.83
2025-07-05,Cologne,756.08,0.7884,1.8632,227.99,202.17,17.92
2025-07-05,Hamburg,786.46,0.8209,1.8724,175.12,47.44,17.59
2025-07-05,Leipzig,667.91,0.6987,1.6575,214.71,114.69,17.46
2025-07-05,Munich,594.04,0.6207,1.5286,214.3,142.63,17.91
2025-07-06,Berlin,791.1,0.8275,2.0251,188.1,109.5,17.85
2025-07-06,Cologne,753.77,0.7868,1.8307,229.05,164.73,17.6
2025-07-06,Hamburg,784.29,0.8187,1.9744,174.39,74.85,17.79
2025-07-06,Leipzig,674.14,0.703,1.7034,215.39,120.96,18.43
2025-07-06,Munich,592.01,0.6193,1.5521,216.44,162.41,18.11
2025-07-07,Berlin,933.39,0.9733,2.3861,189.85,87.36,18.34
2025-07-07,Cologne,888.59,0.9275,2.1943,229.51,182.09,17.94
2025-07-07,Hamburg,923.51,0.963,2.2635,175.81,72.8,17.81
2025-07-07,Leipzig,791.81,0.8257,1.9257,216.07,111.11,18.61
2025-07-07,Munich,701.19,0.7319,1.7599,214.57,131.76,18.02
2025-07-08,Berlin,925.31,0.9699,2.2974,188.48,148.55,17.78
2025-07-08,Cologne,888.17,0.9281,2.1245,228.1,188.24,17.42
2025-07-08,Hamburg,923.18,0.9637,2.1879,174.33,77.36,17.82
2025-07-08,Leipzig,789.03,0.8245,1.9304,215.43,110.05,18.21
2025-07-08,Munich,696.97,0.7291,1.7585,213.04,134.51,18.16
2025-07-09,Berlin,934.41,0.9754,2.3477,187.88,126.51,18.14
2025-07-09,Cologne,888.09,0.929,2.2502,228.66,223.76,17.59
2025-07-09,Hamburg,919.29,0.9626,2.2006,170.89,67.14,18.0
2025-07-09,Leipzig,790.98,0.8274,1.9464,213.11,115.09,18.05
2025-07-09,Munich,694.6,0.7266,1.8265,215.33,101.2,17.89
2025-07-10,Berlin,925.74,0.9714,2.3975,183.87,107.07,18.3
2025-07-10,Cologne,887.57,0.9294,2.2039,228.78,172.73,17.86
2025-07-10,Hamburg,921.25,0.9637,2.2598,173.93,85.89,17.37
2025-07-10,Leipzig,793.49,0.8283,1.9385,213.48,90.75,17.82
2025-07-10,Munich,697.87,0.7277,1.9022,213.36,173.26,17.81
2025-07-11,Berlin,934.03,0.974,2.4829,185.35,130.71,17.92
2025-07-11,Cologne,883.71,0.9254,2.1593,223.95,154.21,17.72
2025-07-11,Hamburg,920.16,0.9625,2.3489,173.83,55.64,17.92
2025-07-11,Leipzig,792.44,0.8263,1.9324,213.51,105.15,18.05
2025-07-11,Munich,699.27,0.7292,1.8037,213.04,129.78,17.61
2025-07-12,Berlin,784.28,0.8204,2.028,186.83,104.4,17.58
2025-07-12,Cologne,759.18,0.7925,1.9815,222.06,198.38,18.06
2025-07-12,Hamburg,780.03,0.8151,1.9446,174.48,59.75,18.16
2025-07-12,Leipzig,674.95,0.7038,1.6591,213.2,77.12,18.21
2025-07-12,Munich,594.76,0.6202,1.4886,212.13,194.33,18.15
2025-07-13,Berlin,786.31,0.8216,1.9834,184.08,123.93,18.39
2025-07-13,Cologne,752.49,0.7871,1.8597,224.76,184.15,18.35
2025-07-13,Hamburg,780.11,0.8126,1.8618,172.55,92.53,17.83
2025-07-13,Leipzig,672.91,0.7017,1.6358,212.18,123.3,18.09
2025-07-13,Munich,591.32,0.6172,1.6152,209.95,146.08,17.9
2025-07-14,Berlin,927.73,0.9704,2.2459,185.38,129.16,17.95
2025-07-14,Cologne,883.91,0.9227,2.198,224.36,196.06,17.87
2025-07-14,Hamburg,917.14,0.9604,2.2224,171.57,76.7,17.89
2025-07-14,Leipzig,790.66,0.8253,1.9933,211.43,105.63,17.86
2025-07-14,Munich,699.62,0.7318,1.7961,210.91,174.52,17.73
2025-07-15,Berlin,931.17,0.972,2.4239,184.03,94.36,17.63
2025-07-15,Cologne,889.45,0.9294,2.2335,223.45,206.84,18.0
2025-07-15,Hamburg,915.17,0.9553,2.3063,169.92,61.07,18.21
2025-07-15,Leipzig,792.25,0.827,1.9182,209.99,110.83,18.24
2025-07-15,Munich,699.22,0.7291,1.8163,210.89,177.3,17.87
2025-07-16,Berlin,931.46,0.9723,2.338,183.92,96.81,18.0
2025-07-16,Cologne,889.12,0.9291,2.3009,221.66,189.97,17.73
2025-07-16,Hamburg,919.76,0.9601,2.1678,170.06,51.92,17.96
2025-07-16,Leipzig,791.74,0.8256,1.9139,210.33,155.11,18.08
2025-07-16,Munich,695.95,0.7272,1.8199,210.56,132.84,17.64
2025-07-17,Berlin,931.63,0.9725,2.3484,182.5,115.32,18.4
2025-07-17,Cologne,885.1,0.9249,2.1579,220.03,141.34,18.24
2025-07-17,Hamburg,922.68,0.9652,2.3113,169.91,106.51,17.64
2025-07-17,Leipzig,790.66,0.8262,1.9597,208.13,112.46,17.56
2025-07-17,Munich,697.14,0.7292,1.8631,208.64,166.17,18.12
2025-07-18,Berlin,930.26,0.9731,2.3182,181.21,144.22,17.97
2025-07-18,Cologne,886.74,0.9266,2.1483,220.96,161.01,17.73
2025-07-18,Hamburg,920.44,0.9608,2.2811,169.82,59.54,17.54
2025-07-18,Leipzig,789.18,0.8255,1.9612,204.62,73.89,18.21
2025-07-18,Munich,695.99,0.7273,1.7701,208.31,175.65,17.98
2025-07-19,Berlin,788.5,0.8222,2.0163,181.23,97.56,17.95
2025-07-19,Cologne,753.51,0.7874,1.8385,221.56,123.77,17.76
2025-07-19,Hamburg,783.67,0.818,1.8268,168.97,56.74,18.48
2025-07-19,Leipzig,677.21,0.7054,1.6638,208.3,100.73,18.21
2025-07-19,Munich,594.12,0.6189,1.5823,207.76,134.04,17.88
2025-07-20,Berlin,787.14,0.8225,2.0506,180.08,125.41,17.38
2025-07-20,Cologne,752.98,0.7876,1.8802,220.59,205.31,17.95
2025-07-20,Hamburg,780.63,0.8157,1.8459,168.45,69.05,18.14
2025-07-20,Leipzig,676.57,0.7062,1.6167,205.69,158.71,18.52
2025-07-20,Munich,594.2,0.6202,1.5664,207.19,156.61,18.16
2025-07-21,Berlin,931.32,0.9701,2.3367,179.91,138.24,17.66
2025-07-21,Cologne,886.26,0.9261,2.1695,219.02,179.92,18.18
2025-07-21,Hamburg,920.65,0.961,2.1985,164.19,68.86,17.69
2025-07-21,Leipzig,791.98,0.8293,1.9659,206.28,127.27,18.24
2025-07-21,Munich,694.6,0.725,1.7588,205.12,183.82,18.18
2025-07-22,Berlin,930.87,0.9727,2.3773,178.64,116.16,17.84
2025-07-22,Cologne,888.49,0.9265,2.1231,217.95,136.71,18.24
2025-07-22,Hamburg,917.79,0.959,2.2106,166.37,65.29,17.92
2025-07-22,Leipzig,791.85,0.8274,1.9288,205.84,118.41,17.53
2025-07-22,Munich,703.16,0.7332,1.7502,204.84,173.29,17.93
2025-07-23,Berlin,929.92,0.9707,2.378,178.58,165.81,18.02
2025-07-23,Cologne,884.84,0.9256,2.2427,214.71,229.77,17.68
2025-07-23,Hamburg,921.06,0.9604,2.1728,166.08,84.18,17.8
2025-07-23,Leipzig,786.72,0.8247,1.9684,197.43,95.47,18.35
2025-07-23,Munich,697.46,0.7303,1.7929,203.92,134.77,17.5
2025-07-24,Berlin,930.93,0.9707,2.4178,177.55,93.2,18.12
2025-07-24,Cologne,885.85,0.9276,2.1632,215.32,173.96,17.65
2025-07-24,Hamburg,919.91,0.9612,2.2182,164.06,71.81,17.75
2025-07-24,Leipzig,797.0,0.8328,1.9,202.93,111.91,17.72
2025-07-24,Munich,692.9,0.7256,1.7549,203.24,133.29,17.72
2025-07-25,Berlin,933.92,0.9728,2.3967,177.19,96.92,18.15
2025-07-25,Cologne,888.55,0.9275,2.1135,214.9,164.91,17.95
2025-07-25,Hamburg,921.78,0.9612,2.1775,165.27,75.32,17.58
2025-07-25,Leipzig,798.87,0.8322,2.0172,203.09,107.73,17.78
2025-07-25,Munich,696.86,0.7282,1.7525,202.14,193.09,17.96
2025-07-26,Berlin,794.16,0.8307,2.0533,177.08,99.65,17.54
2025-07-26,Cologne,754.77,0.7895,1.8132,212.85,186.05,17.68
2025-07-26,Hamburg,782.48,0.8176,1.898,163.08,65.78,17.46
2025-07-26,Leipzig,671.31,0.7007,1.6894,201.87,115.65,18.27
2025-07-26,Munich,597.61,0.6245,1.4948,200.74,193.75,18.45
2025-07-27,Berlin,787.17,0.82,2.0814,175.65,105.13,17.47
2025-07-27,Cologne,755.83,0.7898,1.8744,211.92,124.56,17.9
2025-07-27,Hamburg,785.73,0.8185,1.8999,161.87,66.15,18.0
2025-07-27,Leipzig,675.74,0.7054,1.6688,199.58,123.96,17.8
2025-07-27,Munich,594.94,0.6204,1.5775,201.43,169.07,18.39
2025-07-28,Berlin,929.09,0.9708,2.3323,174.39,141.4,17.75
2025-07-28,Cologne,887.79,0.9248,2.1781,212.44,222.31,17.71
2025-07-28,Hamburg,922.59,0.964,2.1827,161.2,64.55,17.68
2025-07-28,Leipzig,789.78,0.8244,1.9611,198.22,104.55,18.18
2025-07-28,Munich,698.7,0.7309,1.7864,196.57,131.03,17.7
2025-07-29,Berlin,933.04,0.9729,2.3589,173.75,140.01,17.86
2025-07-29,Cologne,889.56,0.9286,2.1643,211.36,250.3,17.84
2025-07-29,Hamburg,924.17,0.9647,2.2047,160.28,45.62,17.86
2025-07-29,Leipzig,792.22,0.8261,1.9655,197.94,107.53,18.03
2025-07-29,Munich,701.96,0.7335,1.7652,197.96,161.68,17.65
2025-07-30,Berlin,932.64,0.9735,2.3893,171.46,115.04,18.07
2025-07-30,Cologne,890.07,0.9301,2.1182,209.58,188.96,17.26
2025-07-30,Hamburg,920.56,0.9609,2.1343,160.69,65.44,17.62
2025-07-30,Leipzig,789.87,0.8271,2.0674,196.14,159.72,17.68
2025-07-30,Munich,697.28,0.7294,1.7914,194.08,177.96,17.55
2025-07-31,Berlin,932.08,0.975,2.3533,170.97,107.2,17.99
2025-07-31,Cologne,887.68,0.9266,2.1102,206.2,189.14,17.47
2025-07-31,Hamburg,923.99,0.9635,2.2479,158.92,78.59,17.4
2025-07-31,Leipzig,787.33,0.8236,1.8784,197.0,103.61,17.92
2025-07-31,Munich,702.02,0.732,1.8213,195.98,116.45,17.56
2025-08-01,Berlin,926.88,0.9685,2.3805,169.99,164.08,18.02
2025-08-01,Cologne,891.29,0.9304,2.1962,206.44,201.34,17.74
2025-08-01,Hamburg,923.35,0.9648,2.2782,158.02,71.62,17.57
2025-08-01,Leipzig,790.12,0.8248,1.9339,195.12,88.85,18.08
2025-08-01,Munich,698.53,0.7284,1.7823,192.78,171.73,18.23
2025-08-02,Berlin,793.23,0.8271,2.0394,169.77,94.89,17.46
2025-08-02,Cologne,755.04,0.7923,1.9456,206.34,172.54,17.84
2025-08-02,Hamburg,779.54,0.8163,1.98,155.17,51.16,17.33
2025-08-02,Leipzig,675.32,0.7064,1.6672,191.8,109.93,17.6
2025-08-02,Munich,588.71,0.6158,1.546,191.93,171.89,17.5
2025-08-03,Berlin,790.33,0.8276,2.1355,168.26,135.41,17.25
2025-08-03,Cologne,753.9,0.787,1.8683,204.14,210.52,17.54
2025-08-03,Hamburg,782.48,0.8176,1.9288,156.17,56.79,18.42
2025-08-03,Leipzig,677.31,0.7077,1.7102,190.11,121.81,17.74
2025-08-03,Munich,593.4,0.6207,1.563,192.18,172.78,17.83
2025-08-04,Berlin,931.99,0.9708,2.3215,166.47,120.26,17.58
2025-08-04,Cologne,891.32,0.9323,2.1848,201.0,165.22,17.69
2025-08-04,Hamburg,915.76,0.9589,2.2744,155.03,59.94,17.29
2025-08-04,Leipzig,792.19,0.8286,1.9407,189.53,81.97,17.46
2025-08-04,Munich,701.93,0.7327,1.8386,190.12,144.75,18.3
2025-08-05,Berlin,928.31,0.971,2.4257,164.55,134.02,17.45
2025-08-05,Cologne,891.01,0.9291,2.1885,201.95,199.7,17.42
2025-08-05,Hamburg,919.09,0.9594,2.3067,154.04,49.62,17.17
2025-08-05,Leipzig,787.16,0.8243,1.951,187.29,90.49,17.79
2025-08-05,Munich,695.26,0.7273,1.7338,189.31,135.4,17.63
2025-08-06,Berlin,934.69,0.9757,2.3614,166.54,133.9,16.76
2025-08-06,Cologne,888.7,0.9277,2.1321,199.48,189.58,17.63
2025-08-06,Hamburg,919.59,0.9599,2.1927,152.92,42.95,17.23
2025-08-06,Leipzig,795.84,0.829,1.8806,188.56,120.33,17.42
2025-08-06,Munich,695.65,0.7269,1.7347,189.79,130.5,17.71
2025-08-07,Berlin,928.7,0.9704,2.3671,162.64,106.0,17.41
